,as_of,account,posted_at,tweet_id,text
23008,18:03.8,PvForecast,30/12/2018 18:44,1.07945E+18,Nice chart indicates a good and strong #SSW #PolarVortex https://t.co/Trrmjpovh6
23173,18:12.1,PvForecast,16/8/2018 19:34,1.03018E+18,long time no see.... early cut off possible -NAO #Autumn https://t.co/aCMrkiW0Ez
23339,18:14.6,PvForecast,20/3/2018 18:11,9.76159E+17,#april start #winter west #Europe https://t.co/XlPe0Pin9l
23842,18:14.6,UKWX_,14/3/2018 12:49,9.73904E+17,2 Yellow Warnings for snow in place on Friday and Saturday. #uksnow https://t.co/leIFM28aRS
23872,18:14.6,MetRyan96,13/3/2018 8:59,9.73484E+17,"Very cold ECM and GFS this morning. UKMO has moved towards those two. 
❄️"
24266,18:16.9,TheSnowDreamer,2/3/2018 20:04,9.69665E+17,People’s reaction in this cold spell ;-) https://t.co/sCVXpcKfbs
25641,18:16.9,TheSnowDreamer,27/2/2018 15:31,9.68509E+17,Snow clouds are brewing ❄️⛄️ https://t.co/6ynL6B0VUz
26016,18:03.8,NickJF75,31/12/2018 23:48,1.07989E+18,Happy New Year to all my fellow weather enthusiasts! And in true spirit of the occasion of welcoming in 2019 the so called ‘pub’ run / 18z GFS raises a glass or two to UK #cold and #snow mid month https://t.co/iRvv0q2c8S
26017,18:03.8,PvForecast,31/12/2018 23:34,1.07988E+18,It will be fun ⛄ #Polarvortex #ssw #NewYear 2019 welcome all followers https://t.co/1MyWQGTw6p
26018,18:03.8,judah47,31/12/2018 23:15,1.07988E+18,In today's blog I contextualize the mild start to the #winter across much of North America and Europe with the still evolving #PolarVortex disruption using a story from the #Talmud: https://t.co/9ZWSlvqUI6 Hopefully some entertaining #NewYears2019 reading! https://t.co/ybi8TlS8nh
26019,18:03.8,TheSnowDreamer,31/12/2018 23:05,1.07988E+18,Great way to end the year pub run with severe cold and snow typically I’d disregard but not with background signals. Expect to see more of these winter freezes to be seen in model output doesn’t mean it’s bound to happen but looks hospitable further into January. ⛄️ https://t.co/BQKCXbcjaH
26020,18:03.8,PvForecast,31/12/2018 20:12,1.07983E+18,A start was born...#ssw the rest will come soon #WinterIsComing https://t.co/X7m2l9nAnW
26021,18:03.8,PvForecast,31/12/2018 19:21,1.07982E+18,"The zonal mean zonal wind at 10 hPa 60N is today (GFS analysis): 2.0 m/s Weakest zonal wind at 10 hPa 60N in ERA interim record for todays date is: -0.5 m/s 2001 

Here we go soon #SSW #PolarVortex #NewYear https://t.co/8R8VoOeiuY"
26022,18:03.8,SimonLeeWx,31/12/2018 19:15,1.07982E+18,"*opens Terminal*

mv dec_2018_ssw jan_2019_ssw 

#jumpedthegun #ssw"
26023,18:03.8,TheSnowDreamer,31/12/2018 18:45,1.07981E+18,After a mild end to year 2019 comes in with a change as orientation of high pressure shifts with a much cooler air advancing S through the day. Heralding much clearer skies there will be some particularly cold minima this week will feel as if winter is here for sure.. just start. https://t.co/u5DbkmX4eY
26024,18:03.8,Petagna,31/12/2018 18:43,1.07981E+18,"With #SSW at 10hpa now peaking the zonal mean zonal #wind here looks set to reverse from W-E sometime next 24 hrs or so signalling a major SSW event, one which is more likely to initiate surface #weather impacts...2019 just beginning to look like another interesting yr..already! https://t.co/OGVp2NURy1"
26025,18:03.8,Petagna,31/12/2018 18:32,1.07981E+18,Still a good signal for the MJO to be in a very favourable set up to promote a blocking #weather pattern towards mid Jan...the approx timing when #SSW impacts are most likely to be felt at the surface in the UK. Phases 6 and 7 are key! https://t.co/TezLEiRXQN
26026,18:03.8,TheSnowDreamer,31/12/2018 18:05,1.0798E+18,disagree with this interpretation frost and fog will become common what’s important is on surface not above. Winter is stirring. https://t.co/bzw87ORGSM
26027,18:03.8,PvForecast,31/12/2018 15:26,1.07976E+18,#SSW https://t.co/9R6WYRx6ty
26028,18:03.8,SimonLeeWx,31/12/2018 14:50,1.07975E+18,My top weather moment of 2018? It probably doesn't really surprise anyone that it was the February major #SSW - the first since January 2013. https://t.co/1TJT09K4qu
26029,18:03.8,PvForecast,31/12/2018 14:46,1.07975E+18,Its cooler air at start jan... But more is ahead later #Winter @WinterExpert @HenkNiemeijer1 @SnowbieWx @UK_WeatherNotes https://t.co/ycJUAVvtzJ
26030,18:03.8,PvForecast,31/12/2018 14:20,1.07974E+18,"To all my followers: look forward to the #Winter next year 😂 #NewYear
#SSW https://t.co/GsK249uu7F"
26031,18:03.8,TheSnowDreamer,31/12/2018 13:44,1.07974E+18,A few days later than I expected but fairly convincing from GEFS mean cold coming down from north. Notice a significant improvement from a flat broad westerly profile 24hrs ago.... we’re making progress even if it slow going. https://t.co/sH4WwOVaCh
26032,18:03.8,judah47,31/12/2018 13:34,1.07973E+18,Baby steps. The trend in the GFS forecast is for greater propagation of warm Arctic temperatures from the stratosphere to the troposphere. My research shows the warmer the Arctic the greater the likelihood of severe winter weather across the N Hemisphere including NorthEastern US https://t.co/Jn21gNLPXy
26033,18:03.8,Petagna,31/12/2018 13:08,1.07973E+18,The #cold #weather front near to northern/western Scotland is bringing #rain &amp; a strong #wind to these parts today (wind warning issued #weatheraware). BUT there is a #Foehn effect with air drying out &amp; warming to the E of hills. We could see 13C Scotland/NE England today... 1/2 https://t.co/SA8wlDpakY
26034,18:03.8,TWOweather,31/12/2018 12:41,1.07972E+18,Midday probability forecasts are quite interesting today. They show a clear trend towards a colder upper level air mass over the UK &amp; increasing chance of snow during the middle third of January https://t.co/4kPpsDIpWb
26035,18:03.8,Petagna,31/12/2018 12:31,1.07972E+18,"My top 3 things this year:
1. Entering a civil partnership 
2. Having refresher driving lessons/buying a new car after being off road for 21yrs
3. The amazing winter/summer #weather ...well this had to feature somewhere didn't it!...

What was most memorable about 2018 for you?🤔"
26036,18:03.8,MetRyan96,31/12/2018 8:51,1.07966E+18,It’s hard work getting cold to our little island.....
26037,18:03.8,PvForecast,31/12/2018 7:49,1.07965E+18,#STORM winds in parts of #norge #danmark #germany #Netherlands https://t.co/gHXkuhuimj
26038,18:03.8,PvForecast,31/12/2018 7:35,1.07964E+18,Wow look at this chart @judah47 @WinterExpert @Alpenweerman @HenkNiemeijer1 @SnowbieWx @UK_WeatherNotes @mikarantane #PolarVortex #SSW https://t.co/8ugPDPXg9e
26039,18:03.8,TheSnowDreamer,30/12/2018 22:48,1.07951E+18,"Temperature trend next seven days is downwards Europe and U.K. going rather cold, Arctic region with -ve ave temps rare to see. I’d expect sea ice to respond well and when this cold bleeds out potent. Globe as a whole very slightly above average but fairly negligible good to see. https://t.co/dh6LJxnIdB"
26040,18:03.8,Petagna,30/12/2018 22:36,1.07951E+18,"The latest forecast MJO index couldn't look more favourable in assisting the developing #SSW build a blocking #pressure pattern near to UK, as it loiters within phase 6 or 7 during January. The biggest uncertainty: the block location it might help create &amp; T implications for UK https://t.co/9eQsuXYWUi"
26041,18:03.8,MetRyan96,30/12/2018 22:33,1.07951E+18,We just have to get things orientated favourably for the UK for once as any flow from the NE will be very very very cold from that PV lobe https://t.co/tHc6H8CxHd
26042,18:03.8,Petagna,30/12/2018 17:35,1.07943E+18,"A lovely couple of charts showing the on going #SSW, especially Pacific side of North Pole...The more recent permeation of warming from 10hpa down to 30hpa is also very striking... https://t.co/rDtzeVoUzt"
26043,18:03.8,PvForecast,24/12/2018 6:19,1.07709E+18,"Ec tries a #split of the #polarvortex 
#SSW https://t.co/lbs0Bz47hv"
26044,18:03.8,Petagna,30/12/2018 16:56,1.07942E+18,"With some cross model support the next 10 days look dominated by a blocking high #pressure system bringing #settled #weather to UK..&amp; nothing too cold, as #jetstream is diverted N. The 2nd 3rd of Jan may see a more changeable/mobile set up as the jet strengthens..if #SSW allows! https://t.co/R1WXdxcNpY"
26045,18:03.8,judah47,30/12/2018 13:18,1.07937E+18,A tale of two Arctic Oscillations (AO). Surface AO has flat lined at neutral while stratospheric AO has flat lined at -2.5 standard deviations! If surface AO follows stratospheric AO look for more severe #winter weather across the Northern Hemisphere. https://t.co/u1JIBG8aJ2
26046,18:03.8,judah47,30/12/2018 13:13,1.07936E+18,Trend in the model forecasts seems to be for increased downward propagation of #warm #Arctic temperatures from the middle stratosphere to the lower stratosphere. For this to lead to increased severe winter weather warm temperatures need to make it to lower troposphere/the surface https://t.co/3f5AP2yWfo
26047,18:03.8,UKWX_,30/12/2018 11:25,1.07934E+18,"The polar vortex is now more likely to be split than just displaced; increasingly likely that Northern blocking will develop, bringing the risk of cold and snow sometime in January.

Whether we get lucky or not (in terms of placement of the high pressure) is another question. https://t.co/dmpLLAnI67"
26048,18:03.8,SimonLeeWx,30/12/2018 11:14,1.07933E+18,"2019 will start off with the #SSW becoming ""major"" on New Year's Day (this is defined as a reversal of the zonal-mean zonal wind at 10 hPa and 60N). This is now likely to be a vortex split event, rather than the displacement which was originally forecast. https://t.co/95qaGfzVbd"
26049,18:03.8,UKWX_,30/12/2018 8:43,1.0793E+18,"The temperature at 10hPa over the North pole seems a bit higher than expected, closing in to -10C whereas models only expected the peak temps in the North Pole to be around -20C. #SSW https://t.co/7owKR077kY"
26050,18:03.8,PvForecast,30/12/2018 8:42,1.0793E+18,Do you think a good #winter in west europe has a chance in 2019 after an #SSW #PolarVortex?
26051,18:03.8,PvForecast,29/12/2018 22:31,1.07914E+18,A big reation to the #SSW #PolarVortex https://t.co/1f7l5BxP1r
26052,18:03.8,PvForecast,29/12/2018 20:34,1.07911E+18,#SSW https://t.co/NyeONWmu6m
26053,18:03.8,SimonLeeWx,29/12/2018 16:47,1.07906E+18,"If you've been watching #wxtwitter talk about an #SSW for a long time, that's because we have been!
CFSv2 first picked up a signal for increasing polar cap 10 hPa heights at 25-30 day lead-time. The model then picked up the deterministic signal at 10-15 days. https://t.co/VWEMxzJmGC"
26054,18:03.8,PvForecast,29/12/2018 13:53,1.07901E+18,Between 2-5 jan 2019 a new weather phase is on the NH growing ..second part of dec was the setup for it #SSW #zonalwinds https://t.co/gl0ZrcZQWy
26055,18:03.8,PvForecast,29/12/2018 13:48,1.07901E+18,"I do see alot of #PolarVortex fun moments ....@wxcharts
#Winter playtime is coming to the pv fans https://t.co/IT9JuUWHQy"
26056,18:03.8,PvForecast,29/12/2018 13:17,1.079E+18,I expect still a phase 7 mjo in january https://t.co/FvyCsSVdaJ
26057,18:03.8,PvForecast,29/12/2018 13:13,1.079E+18,Reversal starts early january #WinterIsComing #SSW https://t.co/Rx2AleGBOA
26058,18:03.8,PvForecast,29/12/2018 13:11,1.079E+18,My hart beats faster ❤effects from strato will be soon on the radar #SSW #winter https://t.co/CouQg5FvJR
26059,18:03.8,Petagna,29/12/2018 12:39,1.07899E+18,"I think it would be good to have a better developed classification system for determining stratospheric warming episodes...seems vague at present...eg what constitutes a 'sudden' #SSW in terms of T rise and over what period..what distinguishes sudden from other warmings, etc"
26060,18:03.8,Petagna,29/12/2018 9:57,1.07895E+18,"Interesting #weather pattern next week...surge of #cold air south to bring a taste of #winter to east and southeast #Europe, whilst an intense high #pressure cell develops further west and northwest so #settled UK. But which caused the other to develop?!!..chicken and egg!!! https://t.co/rPxgBXETeP"
26061,18:03.8,PvForecast,29/12/2018 9:37,1.07895E+18,#SSW second round ahead.... https://t.co/99BrArWrQf
26062,18:03.8,PvForecast,29/12/2018 9:21,1.07894E+18,Weather Models fight with diff solutions all the time when #ssw take place #split #PolarVortex https://t.co/rCPSfA7qOG
26063,18:03.8,Petagna,29/12/2018 8:18,1.07893E+18,MJO entering phases amenable to a UK blocking #weather pattern. Great tweet @DerekTheWeather 👍 https://t.co/CAV2wzl9Qh
26064,18:03.8,PvForecast,29/12/2018 7:24,1.07891E+18,It seems there is a growing chanche for another #SSW in january #PolarVortex https://t.co/4AotBSHBBj
26065,18:03.8,PvForecast,29/12/2018 6:51,1.07891E+18,My idea is still around 5th jan 2019 #winter progress #WinterIsComing for west #europe https://t.co/GIReYmACp8
26066,18:03.8,PvForecast,29/12/2018 6:44,1.0789E+18,#polarvortex #SSW Goodmorning all fans https://t.co/RfQrEDWEMf
26067,18:03.8,Petagna,28/12/2018 20:41,1.07875E+18,Good model agreement for an intense area of high #pressure (~1042hpa) to be sat over UK mid next week with 990ish low to our east. We should be #settled but brisk N winds and some very #cold air aren't far away... https://t.co/wJqcDvuoEj
26068,18:03.8,Petagna,28/12/2018 19:15,1.07873E+18,Finally signs of something a bit more significant warming wise...about 40C... back in Feb we saw about 55C rise... #SSW https://t.co/eYFo21pGmu
26069,18:03.8,TWOweather,28/12/2018 19:02,1.07873E+18,ECM 12z locks out the Atlantic until day 10 when the run ends. Significant shift in the model output this evening to a colder outlook. Too early to make a call on whether a major cold spell is setting up. Tomorrow's updates will be very interesting.   https://t.co/QfmaELQ6ie https://t.co/lrZTDdj79D
26070,18:03.8,TWOweather,28/12/2018 18:50,1.07872E+18,GFSP 12z goes for a long cold spell which would bring significant snow to most of the UK during the first half of Jan. Outlier at the moment but there is a developing trend towards a colder solution n/week  https://t.co/csaZi6G5wz https://t.co/liSbgtUg6F
26071,18:03.8,Petagna,28/12/2018 18:50,1.07872E+18,"12Z GFS doesn't want to know about #SSW!..the #jetstream is close to UK this #weekend bringing some #rain, chiefly to N-as many models favour. Jet then moves away N=more widespread high #pressure influence UK. Further into Jan GFS strengthens a more zonal jet=more #unsettled UK https://t.co/eWW7I82VyX"
